title,synthetic_review,review_rating
"NSSTAR Fashion Sexy Knee High Length Socks Cute Cat Rabbit little Devil Dual Colorful Tattoo Socks Sheer Pantyhose Tights Stockings (Cat with tail, Grey)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.958s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Yummi Bears Vitamin C Chewable Gummy Vitamin Supplement for Kids, 60 Count (Pack of 1)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.942s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
IDEAL PERFORMANCE Dentafend for Teeth Supplement Dentafend Pill for Teeth (60 Capsules),Invalid JSON response,0
"Pre-Engraved""Taking Coumadin"" Medical Alert Identification Star of Life Cloisonné' Keychain","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.826s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
GNC Pro Performance AMP Wheybolic Extreme60 Original Protein Cookies Cream 3 lb,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.827s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Halls Kids Sore Throat & Cough Pops, Honey Apple, 10 individually wrapped pops per bag, Pack of 6","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.804s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Nature's Gate Pure Vitamin E Oil Roll-On, 1.1 Ounce (Pack of 3)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.75s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Powerstep Unisex-Adult Pinnacle Work Arch Support Insoles, Black/Yellow, Men's 10-10.5 / Women's 12","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.643s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Longevity Botanicals Organic Wildcrafted Agarikon Mushroom Powder - Ultra Concentrated Agarikon Mushroom Supplement - Promotes a Balanced Immune System - 100% Fruiting Body - 100 Grams,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.523s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Dr. Scholl's BALL OF FOOT Pain Relief Orthotics (One Size) // Clinically Proven Immediate and All-Day Relief by Lifting and Reducing Pressure on Metatarsal Bones,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.488s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"HZSGG Kexulit Unisex 4/7PCS Novelty Funny Print Face Màsc Bandanas , Washable/Reusable","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.46s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Gat Prolein, Rich Vanilla, 1200 Grams","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.305s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Cutter All Family Insect Repellent 6 Ounces, Aerosol, With 7 Percent DEET, 12 Pack","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.303s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Sherry E 2 Pairs Cut-to-fit Adjusting Wool Insole One Size Fits All (coarse Wool Lamb),"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.299s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Pure Original Ingredients Acetyl L-Carnitine (1 lb) ALCAR, Amino Acid Powder Supplement","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.296s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Waspinator im Doppelpack Waspinator Wasp Deterrent (2),"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.262s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"NATURES WAY Cran Rx Liquid, 16 FZ","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.104s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Weighted Heating Pad, XL King Size Electric Hot Heated Pad for Back Pain Relief, Auto-Off, Moist & Dry Heat Therapy, for Neck, Shoulder, Menstrual Pain & Sore Muscle, Cramps Relief，12""x24""","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.067s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Glutathione + Colostrum (Blend 800/750mg) | ANTIOXIDANT, Detox, ANTIAGING, Increase Energy, Healthy Immune Function: Protec, Regenerate & Strengthen, Sleep AID, Gut Restore. Chewable 60 + 60 Count.","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.067s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"DJ7989071 - Djo LLC 3 Panel Binder Abdominal Support, 9, 45-62","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.051s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Electronic Chakra Pendant,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.03s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"NIULAFR Grounding Mat Kit,-Universal Grounding Mat (11.6"" x 39"") Grounded Foot Therapy,Relieve Pain, Inflammation, Negative Ions,15ft Straight Cord, Improve Sleep and Helps with Anxiety","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.031s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"ResMed S9 CPAP Standard Filter, 2pk by Sunset Medical","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.02s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Makayla for Women Comfort Fit Wrist Support - One Size Fits Most,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.004999999s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Equate Smooth Vanilla Whey Protein 2lbs,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 684ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Ever Ready First Aid Sterile Gauze Pads, 4x4, 100/box","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 618ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"UniversalNutritionGainFast3100,CookiesAndCream,5.1-Pounds","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 607ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Janeka 2016 Latest Handmade Mermaid Tail Blanket with Scales,Handcraft Crochet Sleeping Bag Blanket Turquoise Purple Medium (size 4-6 Toddler)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 467ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
3 Pack Thealoz Duo 10 x 3 (30ml) - Dry Eye Drops - Eye Artificial Tears - Treatment for Dry Eyes,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 435.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Single - Epi-Clenz Foaming Hand Sanitizer 16 Oz. With Wall Dispenser,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 435ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Essence Loofa Seaweed Hand Soap 5 Ounces (12 Count),"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 417.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Secrets of the Tribe Quinine Capsules 1000 mg Wildcrafted Quinine (Cinchona officinalis) Dried Bark, Leg Cramp Support Supplement (2x120 Capsules)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 421.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Performix Superhuman Recovery - 30 Servings - Rehydration and Recovery - Helps Strength Gains, Lean Muscle Growth and Recovery - Plant-Based Ingredients, EAAS, BCAAS, Creatine - Cherry Limeade","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 421ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Silent Knight - Pill Crusher - Hand Operated Push Down Mechanism - Blue / White,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 413.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
inkint 1set/4pcs Silicone Neck Face Body Massage Cupping Cups,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 407.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
First Aid All Natural Healing Ointment for Babies and Toddlers Non Stinging Hypoallergenic Dr Recommended 3X Faster for Cuts Scrapes Burns Scratches From Sharp Baby Nails When Mittens Fall Off 2 Ounce,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 302ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Isagenix Rejuvity Skincare,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 268ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Ergodyne ProFlex 420 Wrist Wrap with Thumb Loop, Tan, Small/Medium","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 199.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Olbas Cough Syrup - 4 fl oz,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 195ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
VagiBiom Probioitc Suppository Convenient Travel Pack with 2 Suppositories: Microbiome Flora Balance. Odor Control Regimen; Balance and Nourishes Healthy Flora,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 68ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Commode Xtra Wd Steel 450Lb,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.999s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Metabolic Maintenance BAM Balanced Amino Maintenance - Amino Acid Complex for Energy + Brain Support (90 Capsules),"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.984s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Flex-All 454 MAX Strength 3OZ CHATTEM Incorporated,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.967s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"HEEL ARTHRITIS, 100 TB by Heel/BHI","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.891s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Allergan Refresh P.M Lubricant Eye Ointment, 0.12 Ounce (Pack of 2)","I'm thoroughly impressed with the Allergan Refresh P.M Lubricant Eye Ointment! It's been a game-changer for my dry, irritated eyes, providing long-lasting relief and comfort throughout the night.",5
"XianghuangTechnology Shiny Diamonds Pill Box/Pill Case, Compact 3 Compartment Medicine Case Holder for Pocket or Purse, Round Medicine Organizer for Vitamin/Fish Oils/Supplement (Multi-Colored)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.804s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Sandalwood (East Indian Mysore) Essential Oil 5 ml 100% Pure Undiluted Therapeutic Grade.,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.455s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"XO KINETICS - #1 Lower Back Lumbar Support Belt. Best for sport or work related back pain - Highest grade 88% Copper nylon, for both Men and Women. Size 42 - 50 inch","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.448s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Digestive Enzyme Supplement - Supports Food Digestion, Pancreatic Functions & Reduces Bloating - Supports Digestion of Fats, Carbohydrates, Proteins and More - Made in USA - 50 Capsule Count","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.433s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"CytoSport Monster Mass, Chocolate, 5.95 Pound","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.365s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Stellamare Guava Coconut Reed Diffuser 4 oz,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.369s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"NutriCology Calcium Magnesium Citrate - Bone, Nervous System - 100 Vegetarian Capsules","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.318s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Portable Pill Box Pill Organizer Waterproof Pill Case SOFISO Travel Medicine Organizer for Purse or Pocket Daily Medication Carry Case with Removable Compartment to Hold Vitamins, Cod Liver Oil (Blue)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.31s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"BEBIRD Ear Wax Removal, Ear Cleaner with Ear Camera, 5 Megapixels 1080P Ear Scope, Ear Picker with 6 LED Lights, Full Set Ear Wax Removal Tool with 4 Ear Scoops, Green","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.292s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Vita Nutra Bountiful Vitality Whole Foods Multivitamin for Adults | Features Enzymes, Probiotics 20 Million CFUs, 100 mcg Biotin| 90 Tablets/Monthly Supply | Non-GMOs","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.288s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
MRM - Probiotic Booster30 Vcaps,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.173s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Pill Cutter Crusher Grinder - [3 in 1] - Pill Crusher Pulverizer - Tablet Cutter with Small Pill Box Container - Pill Breaker Slicer Chopper Divider,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.142s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Wand Essentials Mini Vibrating Wand Massager, Purple Flower","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.137s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Medicado Alcolado Relampago 7oz (Pack of 2),"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.097s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Edensoles - Shoe Insoles for women and men - The only inserts that shape to your feet, step after step. (Small - Regular Arch, Men 5 -7.5 Women 7 - 10.5)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.058s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Anti-Embolism(TED) Hose, Below Knee Open Toe, 18mmHg, White, Large-Regular, 1 Pair","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.040999999s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
ADM ANIMAL NUTRITION 1Piece 5 lb Horse Vitamin/Mineral,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.040999999s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Allercetin Allergy & Sinus 48 Tablet (Pack of 4),"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.038s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Dynarex Non-Woven Sponges, Non-Sterile Gauze, 3"" x 3"" & 4 Ply, Perfect for Facial Needs, Skin Treatment, & Wound Care, 1 Sleeve of 200 Dynarex Sponges","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.026s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
TW Steel Men's CEO Canteen 45 mm Chrono Black Strap CE1029R,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.026s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
